"Language","original","english","czech","german","russian","polish","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_CookZ_GoulashCan_Opened_DS","A hearty dish with meat, potatoes, and bell peppers, slow-cooked to bring out the deep, comforting flavors. Eat up before it spoils.","A hearty dish with meat, potatoes, and bell peppers, slow-cooked to bring out the deep, comforting flavors. Eat up before it spoils.","Syté jídlo s masem, bramborami a paprikou, pomalu vařené, aby se projevily hluboké a útulné chutě. Snězte to, než se zkazí.","Ein herzhaftes Gericht mit Fleisch, Kartoffeln und Paprika, langsam gekocht, um den vollen Geschmack zu entfalten und lange haltbar zu sein. Nach dem Öffnen rasch verzehren.","Сытное блюдо с мясом, картофелем и болгарским перцем, насыщенный мясной вкус с пряными нотками. Съешьте, пока не испортилось.","Syte danie z mięsem, ziemniakami i papryką, duszone na wolnym ogniu, aby uwolnić głębokie, pocieszające smaki. Zjedz, zanim się zepsuje.","Un piatto sostanzioso con carne, patate e peperoni, cotto lentamente per esaltare i sapori profondi e confortanti. Mangia prima che vada a male.","Un plato sustancioso con carne, patatas y pimientos, cocinado a fuego lento para resaltar los sabores profundos y reconfortantes. Cómelo antes de que se estropee.","Un plat copieux avec de la viande, des pommes de terre et des poivrons, cuit lentement pour faire ressortir les saveurs profondes et réconfortantes. Mangez avant que cela ne soit périmé.","一款丰盛的菜肴，含有肉类、土豆和甜椒，慢炖以激发深沉舒适的味道。 在变质之前吃掉。","肉、ジャガイモ、ピーマンを使ったボリュームのある料理で、深みのある快適な風味を引き出すためにゆっくりと調理されます。 腐る前に食べてください。","Um prato substancioso com carne, batatas e pimentões, cozido lentamente para trazer à tona os sabores profundos e reconfortantes. Coma antes que estrague.","一款丰盛的菜肴，含有肉类、土豆和甜椒，慢炖以激发深沉舒适的味道。 在变质之前吃掉。",
"STR_CookZ_PumpkinSoupCan_DN","Pumpkin Soup","Pumpkin Soup","Dýňová polévka","Kürbissuppe","Тыквенный суп","Zupa dyniowa","Zuppa di zucca","Sopa de calabaza","Soupe de potiron","南瓜汤","かぼちゃスープ","Sopa de abóbora","南瓜汤",
"STR_CookZ_PumpkinSoupCan_DS","A smooth and creamy soup made from pumpkin, offering a comforting, slightly sweet flavor perfect for cooler days.","A smooth and creamy soup made from pumpkin, offering a comforting, slightly sweet flavor perfect for cooler days.","Hladká a krémová polévka z dýně, která nabízí pohodlnou, mírně sladkou chuť, ideální pro chladnější dny.","Eine cremige Suppe aus Kürbis, die einen angenehmen, leicht süßen Geschmack bietet – ideal für die kalte Jahreszeit.","Лёгкий и нежный суп, обладает аппетитной бархатистой текстурой. Имеет насыщенный приятный вкус, идеально подходящий для холодных дней.","Gładka i kremowa zupa z dyni, oferująca pocieszający, lekko słodkawy smak, idealna na chłodniejsze dni.","Una zuppa liscia e cremosa fatta con la zucca, che offre un sapore confortante e leggermente dolce, perfetto per i giorni più freddi.","Una sopa suave y cremosa hecha de calabaza, que ofrece un sabor reconfortante y ligeramente dulce, perfecto para los días más fríos.","Une soupe lisse et crémeuse à base de potiron, offrant une saveur réconfortante et légèrement sucrée, parfaite pour les jours plus frais.","一款顺滑浓郁的南瓜汤，带有舒适的微甜口味，非常适合寒冷的日子。","滑らかでクリーミーなかぼちゃのスープ、冷たい日々にぴったりの心地よくやや甘い風味。","Uma sopa suave e cremosa feita de abóbora, oferecendo um sabor reconfortante e ligeiramente doce, perfeito para dias mais frios.","一款顺滑浓郁的南瓜汤，带有舒适的微甜口味，非常适合寒冷的日子。",
"STR_CookZ_PumpkinSoupCan_Opened_DS","A smooth and creamy soup made from pumpkin, offering a comforting, slightly sweet flavor perfect for cooler days. Eat up before it spoils.","A smooth and creamy soup made from pumpkin, offering a comforting, slightly sweet flavor perfect for cooler days. Eat up before it spoils.","Hladká a krémová polévka z dýně, která nabízí pohodlnou, mírně sladkou chuť, ideální pro chladnější dny. Snězte to, než se zkazí.","Eine cremige Suppe aus Kürbis, die einen angenehmen, leicht süßen Geschmack bietet – ideal für die kalte Jahreszeit. Nach dem Öffnen rasch verzehren.","Лёгкий и нежный суп, обладает аппетитной бархатистой текстурой. Имеет насыщенный приятный вкус, идеально подходящий для холодных дней. Съешьте, пока не испортилось.","Gładka i kremowa zupa z dyni, oferująca pocieszający, lekko słodkawy smak, idealna na chłodniejsze dni. Zjedz, zanim się zepsuje.","Una zuppa liscia e cremosa fatta con la zucca, che offre un sapore confortante e leggermente dolce, perfetto per i giorni più freddi. Mangia prima che vada a male.","Una sopa suave y cremosa hecha de calabaza, que ofrece un sabor reconfortante y ligeramente dulce, perfecto para los días más fríos. Cómelo antes de que se estropee.","Une soupe lisse et crémeuse à base de potiron, offrant une saveur réconfortante et légèrement sucrée, parfaite pour les jours plus frais. Mangez avant que cela ne soit périmé.","一款顺滑浓郁的南瓜汤，带有舒适的微甜口味，非常适合寒冷的日子。 在变质之前吃掉。","滑らかでクリーミーなかぼちゃのスープ、冷たい日々にぴったりの心地よくやや甘い風味。 腐る前に食べてください。","Uma sopa suave e cremosa feita de abóbora, oferecendo um sabor reconfortante e ligeiramente doce, perfeito para dias mais frios. Coma antes que estrague.","一款顺滑浓郁的南瓜汤，带有舒适的微甜口味，非常适合寒冷的日子。 在变质之前吃掉。",
"STR_CookZ_FishSoupCan_DN","Fish Soup","Fish Soup","Rybí polévka","Fischsuppe","Рыбный суп","Zupa rybna","Zuppa di pesce","Sopa de pescado","Soupe de poisson","鱼汤","魚のスープ","Sopa de peixe","鱼汤",
"STR_CookZ_FishSoupCan_DS","A light and flavorful soup made with fish, potatoes, and tomatoes. A simple yet satisfying dish, perfect for a quick meal.","A light and flavorful soup made with fish, potatoes, and tomatoes. A simple yet satisfying dish, perfect for a quick meal.","Lehká a chutná polévka z ryb, brambor a rajčat. Jednoduché, ale uspokojivé jídlo, ideální pro rychlý oběd.","Eine leichte und geschmackvolle Suppe aus Fisch, Kartoffeln und Tomaten. Ein einfaches, aber sättigendes Gericht, ideal für eine schnelle Mahlzeit.","Легкий и вкусный суп из рыбы, картофеля и помидоров. Простое, но сытное блюдо, идеально подходящее для быстрого обеда.","Lekka i smaczna zupa z ryb, ziemniaków i pomidorów. Proste, ale sycące danie, idealne na szybki posiłek.","Una zuppa leggera e saporita a base di pesce, patate e pomodori. Un piatto semplice ma soddisfacente, perfetto per un pasto veloce.","Una sopa ligera y sabrosa hecha con pescado, patatas y tomates. Un plato sencillo pero satisfactorio, perfecto para una comida rápida.","Une soupe légère et savoureuse à base de poisson, pommes de terre et tomates. Un plat simple mais satisfaisant, parfait pour un repas rapide.","一款轻盈且美味的汤，包含鱼、土豆和番茄。简单却令人满足，完美适合快速餐点。","魚、ジャガイモ、トマトを使った軽くて風味豊かなスープ。シンプルで満足感のある料理で、素早い食事に最適です。","Uma sopa leve e saborosa feita com peixe, batatas e tomates. Um prato simples, mas satisfatório, perfeito para uma refeição rápida.","一款轻盈且美味的汤，包含鱼、土豆和番茄。简单却令人满足，完美适合快速餐点。",
"STR_CookZ_FishSoupCan_Opened_DS","A light and flavorful soup made with fish, potatoes, and tomatoes. A simple yet satisfying dish, perfect for a quick meal. Eat up before it spoils.","A light and flavorful soup made with fish, potatoes, and tomatoes. A simple yet satisfying dish, perfect for a quick meal. Eat up before it spoils.","Lehká a chutná polévka z ryb, brambor a rajčat. Jednoduché, ale uspokojivé jídlo, ideální pro rychlý oběd. Snězte to, než se zkazí.","Eine leichte und geschmackvolle Suppe aus Fisch, Kartoffeln und Tomaten. Ein einfaches, aber sättigendes Gericht, ideal für eine schnelle Mahlzeit. Nach dem Öffnen rasch verzehren.","Легкий и вкусный суп из рыбы, картофеля и помидоров. Простое, но сытное блюдо, идеально подходящее для быстрого обеда. Съешьте, пока не испортилось.","Lekka i smaczna zupa z ryb, ziemniaków i pomidorów. Proste, ale sycące danie, idealne na szybki posiłek. Zjedz, zanim się zepsuje.","Una zuppa leggera e saporita a base di pesce, patate e pomodori. Un piatto semplice ma soddisfacente, perfetto per un pasto veloce. Mangia prima che vada a male.","Una sopa ligera y sabrosa hecha con pescado, patatas y tomates. Un plato sencillo pero satisfactorio, perfecto para una comida rápida. Cómelo antes de que se estropee.","Une soupe légère et savoureuse à base de poisson, pommes de terre et tomates. Un plat simple mais satisfaisant, parfait pour un repas rapide. Mangez avant que cela ne soit périmé.","一款轻盈且美味的汤，包含鱼、土豆和番茄。简单却令人满足，完美适合快速餐点。 在变质之前吃掉。","魚、ジャガイモ、トマトを使った軽くて風味豊かなスープ。シンプルで満足感のある料理で、素早い食事に最適です。 腐る前に食べてください。","Uma sopa leve e saborosa feita com peixe, batatas e tomates. Um prato simples, mas satisfatório, perfeito para uma refeição rápida. Coma antes que estrague.","一款轻盈且美味的汤，包含鱼、土豆和番茄。简单却令人满足，完美适合快速餐点。 在变质之前吃掉。",
"STR_CookZ_UkhaCan_DN","Ukha","Ukha","Ukha","Ukha","Уха","Ukha","Ukha","Ukha","Ukha","乌哈汤","ウハスープ","Ukha","乌哈汤",
"STR_CookZ_UkhaCan_DS","A traditional fish soup made with fish, potatoes, and tomatoes, enhanced with a splash of alcohol for added depth and warmth.","A traditional fish soup made with fish, potatoes, and tomatoes, enhanced with a splash of alcohol for added depth and warmth.","Tradiční rybí polévka z ryb, brambor a rajčat, obohacená o kapku alkoholu pro větší hloubku a teplo.","Eine traditionelle Fischsuppe aus Fisch, Kartoffeln und Tomaten, verfeinert mit einem Schuss Alkohol für mehr Tiefe und Wärme.","Традиционный рыбный суп из рыбы, картофеля и помидоров, с добавлением алкоголя для глубины вкуса и согревающего эффекта.","Tradycyjna zupa rybna z ryb, ziemniaków i pomidorów, wzbogacona o odrobinę alkoholu, aby dodać głębi i ciepła.","Una tradizionale zuppa di pesce con pesce, patate e pomodori, arricchita con un tocco di alcol per aggiungere profondità e calore.","Una sopa tradicional de pescado hecha con pescado, patatas y tomates, realzada con un toque de alcohol para darle más profundidad y calor.","Une soupe de poisson traditionnelle à base de poisson, pommes de terre et tomates, rehaussée d'une touche d'alcool pour plus de profondeur et de chaleur.","一款传统的鱼汤，包含鱼、土豆和番茄，加入一点酒精增添深度与温暖。","魚、ジャガイモ、トマトを使った伝統的な魚のスープ、アルコールを少し加えて深みと温かみを増しています。","Uma sopa tradicional de peixe feita com peixe, batatas e tomates, aprimorada com um toque de álcool para dar mais profundidade e calor.","一款传统的鱼汤，包含鱼、土豆和番茄，加入一点酒精增添深度与温暖。",
"STR_CookZ_UkhaCan_Opened_DS","A traditional fish soup made with fish, potatoes, and tomatoes, enhanced with a splash of alcohol for added depth and warmth. Eat up before it spoils.","A traditional fish soup made with fish, potatoes, and tomatoes, enhanced with a splash of alcohol for added depth and warmth. Eat up before it spoils.","Tradiční rybí polévka z ryb, brambor a rajčat, obohacená o kapku alkoholu pro větší hloubku a teplo. Snězte to, než se zkazí.","Eine traditionelle Fischsuppe aus Fisch, Kartoffeln und Tomaten, verfeinert mit einem Schuss Alkohol für mehr Tiefe und Wärme. Nach dem Öffnen rasch verzehren.","Традиционный рыбный суп из рыбы, картофеля и помидоров, с добавлением алкоголя для глубины вкуса и согревающего эффекта. Съешьте, пока не испортилось.","Tradycyjna zupa rybna z ryb, ziemniaków i pomidorów, wzbogacona o odrobinę alkoholu, aby dodać głębi i ciepła. Zjedz, zanim się zepsuje.","Una tradizionale zuppa di pesce con pesce, patate e pomodori, arricchita con un tocco di alcol per aggiungere profondità e calore. Mangia prima che vada a male.","Una sopa tradicional de pescado hecha con pescado, patatas y tomates, realzada con un toque de alcohol para darle más profundidad y calor. Cómelo antes de que se estropee.","Une soupe de poisson traditionnelle à base de poisson, pommes de terre et tomates, rehaussée d'une touche d'alcool pour plus de profondeur et de chaleur. Mangez avant que cela ne soit périmé.","一款传统的鱼汤，包含鱼、土豆和番茄，加入一点酒精增添深度与温暖。 在变质之前吃掉。","魚、ジャガイモ、トマトを使った伝統的な魚のスープ、アルコールを少し加えて深みと温かみを増しています。 腐る前に食べてください。","Uma sopa tradicional de peixe feita com peixe, batatas e tomates, aprimorada com um toque de álcool para dar mais profundidade e calor. Coma antes que estrague.","一款传统的鱼汤，包含鱼、土豆和番茄，加入一点酒精增添深度与温暖。 在变质之前吃掉。",
"STR_CookZ_LecsoCan_DN","Lecso","Lecso","Lecso","Letscho","Лечо","Lecso","Lecso","Lecso","Lecso","莱茨佐","レチョ","Lecso","莱茨佐",
"STR_CookZ_LecsoCan_DS","A simple, flavorful dish made with bell peppers and tomatoes, cooked together to create a fresh, comforting stew.","A simple, flavorful dish made with bell peppers and tomatoes, cooked together to create a fresh, comforting stew.","Jednoduché, chutné jídlo z papriky a rajčat, vařené společně, aby vytvořilo čerstvý, útulný guláš.","Ein einfaches, schmackhaftes Gericht aus Paprika und Tomaten, zusammen gekocht zu einem frischen, herzhaften Eintopf.","Лечо в меру сладкий, с натуральным вкусом перца и помидоров. Очень вкусная закуска.","Proste, smaczne danie z papryki i pomidorów, gotowane razem, tworzy świeży, pocieszający gulasz.","Un piatto semplice e saporito preparato con peperoni e pomodori, cotti insieme per creare uno stufato fresco e confortante.","Un plato simple y sabroso hecho con pimientos y tomates, cocidos juntos para crear un guiso fresco y reconfortante.","Un plat simple et savoureux à base de poivrons et de tomates, cuits ensemble pour créer un ragoût frais et réconfortant.","一道简单又美味的菜肴，由甜椒和番茄制成，炖煮在一起，创造出一锅新鲜、舒适的炖菜。","シンプルで風味豊かな料理で、ピーマンとトマトを一緒に煮込んで、新鮮で心地よいシチューを作ります。","Um prato simples e saboroso feito com pimentões e tomates, cozido junto para criar um guisado fresco e reconfortante.","一道简单又美味的菜肴，由甜椒和番茄制成，炖煮在一起，创造出一锅新鲜、舒适的炖菜。",
"STR_CookZ_LecsoCan_Opened_DS","A simple, flavorful dish made with bell peppers and tomatoes, cooked together to create a fresh, comforting stew. Eat up before it spoils.","A simple, flavorful dish made with bell peppers and tomatoes, cooked together to create a fresh, comforting stew. Eat up before it spoils.","Jednoduché, chutné jídlo z papriky a rajčat, vařené společně, aby vytvořilo čerstvý, útulný guláš. Snězte to, než se zkazí.","Ein einfaches, schmackhaftes Gericht aus Paprika und Tomaten, zusammen gekocht zu einem frischen, herzhaften Eintopf. Nach dem Öffnen rasch verzehren.","Лечо в меру сладкий, с натуральным вкусом перца и помидоров. Очень вкусная закуска. Съешьте, пока не испортилось.","Proste, smaczne danie z papryki i pomidorów, gotowane razem, tworzy świeży, pocieszający gulasz. Zjedz, zanim się zepsuje.","Un piatto semplice e saporito preparato con peperoni e pomodori, cotti insieme per creare uno stufato fresco e confortante. Mangia prima che vada a male.","Un plato simple y sabroso hecho con pimientos y tomates, cocidos juntos para crear un guiso fresco y reconfortante. Cómelo antes de que se estropee.","Un plat simple et savoureux à base de poivrons et de tomates, cuits ensemble pour créer un ragoût frais et réconfortant. Mangez avant que cela ne soit périmé.","一道简单又美味的菜肴，由甜椒和番茄制成，炖煮在一起，创造出一锅新鲜、舒适的炖菜。 在变质之前吃掉。","シンプルで風味豊かな料理で、ピーマンとトマトを一緒に煮込んで、新鮮で心地よいシチューを作ります。 腐る前に食べてください。","Um prato simples e saboroso feito com pimentões e tomates, cozido junto para criar um guisado fresco e reconfortante. Coma antes que estrague.","一道简单又美味的菜肴，由甜椒和番茄制成，炖煮在一起，创造出一锅新鲜、舒适的炖菜。 在变质之前吃掉。",
"STR_CookZ_MysteryMeatCan_DN","Mystery Meat","Mystery Meat","Tajemné maso","Fleischgemisch Deluxe","Таинственное мясо","Tajemnicze mięso","Carne misteriosa","Carne misteriosa","Viande mystérieuse","神秘肉","ミステリーミート","Carne misteriosa","神秘肉",
"STR_CookZ_MysteryMeatCan_DS","A processed meat blend with a distinct, savory flavor and hearty texture. It’s simple, filling, and perfect for a quick meal.","A processed meat blend with a distinct, savory flavor and hearty texture. It’s simple, filling, and perfect for a quick meal.","Míchané zpracované maso s výraznou, slanou chutí a sytou texturou. Jednoduché, syté a ideální pro rychlý oběd.","Eine Mischung aus verarbeitetem Fleisch mit einem markanten, herzhaften Geschmack und einer kräftigen Textur. Einfach, sättigend und perfekt für eine schnelle Mahlzeit.","Смесь обработанного мяса с ярким, соленым вкусом и плотной текстурой. Простое, сытное и идеально подходящее для быстрого обеда.","Mieszanka przetworzonego mięsa o wyrazistym, słonym smaku i sycącej teksturze. Proste, sycące i idealne na szybki posiłek.","Una miscela di carne lavorata con un sapore salato e una consistenza sostanziosa. È semplice, saziante e perfetta per un pasto veloce.","Una mezcla de carne procesada con un sabor salado y una textura sustanciosa. Es simple, saciante y perfecta para una comida rápida.","Un mélange de viande transformée avec une saveur salée distincte et une texture nourrissante. C'est simple, rassasiant et parfait pour un repas rapide.","一种加工过的肉类混合物，具有独特的咸味和丰富的口感。简单、饱腹，非常适合快速餐点。","独特な塩味と豊かな食感を持つ加工肉のブレンド。シンプルで満腹感があり、素早い食事に最適です。","Uma mistura de carne processada com um sabor salgado distinto e uma textura substancial. É simples, satisfatório e perfeito para uma refeição rápida.","一种加工过的肉类混合物，具有独特的咸味和丰富的口感。简单、饱腹，非常适合快速餐点。",
"STR_CookZ_MysteryMeatCan_Opened_DS","A processed meat blend with a distinct, savory flavor and hearty texture. It’s simple, filling, and perfect for a quick meal. Eat up before it spoils.","A processed meat blend with a distinct, savory flavor and hearty texture. It’s simple, filling, and perfect for a quick meal. Eat up before it spoils.","Míchané zpracované maso s výraznou, slanou chutí a sytou texturou. Jednoduché, syté a ideální pro rychlý oběd. Snězte to, než se zkazí.","Eine Mischung aus verarbeitetem Fleisch mit einem markanten, herzhaften Geschmack und einer kräftigen Textur. Einfach, sättigend und perfekt für eine schnelle Mahlzeit. Nach dem Öffnen rasch verzehren.","Смесь обработанного мяса с ярким, соленым вкусом и плотной текстурой. Простое, сытное и идеально подходящее для быстрого обеда. Съешьте, пока не испортилось.","Mieszanka przetworzonego mięsa o wyrazistym, słonym smaku i sycącej teksturze. Proste, sycące i idealne na szybki posiłek. Zjedz, zanim się zepsuje.","Una miscela di carne lavorata con un sapore salato e una consistenza sostanziosa. È semplice, saziante e perfetta per un pasto veloce. Mangia prima che vada a male.","Una mezcla de carne procesada con un sabor salado y una textura sustanciosa. Es simple, saciante y perfecta para una comida rápida. Cómelo antes de que se estropee.","Un mélange de viande transformée avec une saveur salée distincte et une texture nourrissante. C'est simple, rassasiant et parfait pour un repas rapide. Mangez avant que cela ne soit périmé.","一种加工过的肉类混合物，具有独特的咸味和丰富的口感。简单、饱腹，非常适合快速餐点。 在变质之前吃掉。","独特な塩味と豊かな食感を持つ加工肉のブレンド。シンプルで満腹感があり、素早い食事に最適です。 腐る前に食べてください。","Uma mistura de carne processada com um sabor salgado distinto e uma textura substancial. É simples, satisfatório e perfeito para uma refeição rápida. Coma antes que estrague.","一种加工过的肉类混合物，具有独特的咸味和丰富的口感。简单、饱腹，非常适合快速餐点。 在变质之前吃掉。",
"STR_CookZ_ZucchiniCaviarCan_DN","Zucchini Caviar","Zucchini Caviar","Caviar z cukety","Zucchini-Kaviar","Икра кабачковая","Kawior z cukinii","Caviale di zucchine","Caviar de calabacín","Caviar de courgettes","西葫芦鱼子酱","ズッキーニキャビア","Caviar de abobrinha","西葫芦鱼子酱",
"STR_CookZ_ZucchiniCaviarCan_DS","A veggie-based caviar made from zucchini, offering a fresh and earthy twist on the classic delicacy. Perfect as a garnish or spread.","A veggie-based caviar made from zucchini, offering a fresh and earthy twist on the classic delicacy. Perfect as a garnish or spread.","Zeleninový kaviár z cukety, který přináší čerstvý a zemitý twist na klasickou pochoutku. Ideální jako příloha nebo pomazánka.","Ein Kaviar aus Zucchini, der einen frischen, geschmackvollen Twist auf das klassische Gericht bringt. Ideal als Beilage oder Aufstrich.","Обычная кабачковая икра. Идеально подходит как гарнир или намазка.","Kawior na bazie warzyw z cukinii, oferujący świeży i ziemisty twist klasycznego przysmaku. Idealny jako dodatek lub pasta.","Un caviar vegetale a base di zucchine, che offre una freschezza e una sfumatura terrosa sulla delicatessen classica. Perfetto come guarnizione o spalmato.","Un caviar vegetal hecho con calabacines, que ofrece un giro fresco y terroso de la delicadeza clásica. Perfecto como acompañamiento o para untar.","Un caviar à base de légumes, fait à partir de courgettes, offrant une touche fraîche et forestière à ce mets classique. Idéal en garniture ou à tartiner.","一种基于蔬菜的鱼子酱，由西葫芦制成，给经典的美味带来了新鲜且富有大地风味的转折。非常适合作为配菜或涂抹酱。","ズッキーニを使った野菜ベースのキャビアで、クラシックなデリカシーに新鮮で土っぽいひねりを加えています。ガーニッシュやスプレッドとして最適です。","Um caviar à base de legumes feito com abobrinha, oferecendo uma reviravolta fresca e terrosa na iguaria clássica. Perfeito como guarnição ou pasta.","一种基于蔬菜的鱼子酱，由西葫芦制成，给经典的美味带来了新鲜且富有大地风味的转折。非常适合作为配菜或涂抹酱。",
"STR_CookZ_ZucchiniCaviarCan_Opened_DS","A veggie-based caviar made from zucchini, offering a fresh and earthy twist on the classic delicacy. Perfect as a garnish or spread. Eat up before it spoils.","A veggie-based caviar made from zucchini, offering a fresh and earthy twist on the classic delicacy. Perfect as a garnish or spread. Eat up before it spoils.","Zeleninový kaviár z cukety, který přináší čerstvý a zemitý twist na klasickou pochoutku. Ideální jako příloha nebo pomazánka. Snězte to, než se zkazí.","Ein Kaviar aus Zucchini, der einen frischen, geschmackvollen Twist auf das klassische Gericht bringt. Ideal als Beilage oder Aufstrich. Nach dem Öffnen rasch verzehren.","Обычная кабачковая икра. Идеально подходит как гарнир или намазка. Съешьте, пока не испортилось.","Kawior na bazie warzyw z cukinii, oferujący świeży i ziemisty twist klasycznego przysmaku. Idealny jako dodatek lub pasta. Zjedz, zanim się zepsuje.","Un caviar vegetale a base di zucchine, che offre una freschezza e una sfumatura terrosa sulla delicatessen classica. Perfetto come guarnizione o spalmato. Mangia prima che vada a male.","Un caviar vegetal hecho con calabacines, que ofrece un giro fresco y terroso de la delicadeza clásica. Perfecto como acompañamiento o para untar. Cómelo antes de que se estropee.","Un caviar à base de légumes, fait à partir de courgettes, offrant une touche fraîche et forestière à ce mets classique. Idéal en garniture ou à tartiner. Mangez avant que cela ne soit périmé.","一种基于蔬菜的鱼子酱，由西葫芦制成，给经典的美味带来了新鲜且富有大地风味的转折。非常适合作为配菜或涂抹酱。 在变质之前吃掉。","ズッキーニを使った野菜ベースのキャビアで、クラシックなデリカシーに新鮮で土っぽいひねりを加えています。ガーニッシュやスプレッドとして最適です。 腐る前に食べてください。","Um caviar à base de legumes feito com abobrinha, oferecendo uma reviravolta fresca e terrosa na iguaria clássica. Perfeito como guarnição ou pasta. Coma antes que estrague.","一种基于蔬菜的鱼子酱，由西葫芦制成，给经典的美味带来了新鲜且富有大地风味的转折。非常适合作为配菜或涂抹酱。 在变质之前吃掉。",
"STR_CookZ_CreamyTomatoSoupCan_DN","Creamy Tomato Soup","Creamy Tomato Soup","Krémová rajčatová polévka","Tomatencremesuppe","Крем-суп из томатов","Kremowa zupa pomidorowa","Zuppa cremosa di pomodoro","Sopa cremosa de tomate","Soupe crémeuse à la tomate","奶油番茄汤","クリーミートマトスープ","Sopa cremosa de tomate","奶油番茄汤",
"STR_CookZ_CreamyTomatoSoupCan_DS","A smooth and velvety tomato soup, rich in flavor and perfectly creamy. Ideal for warming up on a chilly day.","A smooth and velvety tomato soup, rich in flavor and perfectly creamy. Ideal for warming up on a chilly day.","Hladká a sametová rajčatová polévka, bohatá na chuť a perfektně krémová. Ideální na zahřátí v chladném dni.","Eine cremige Tomatensuppe, die reich an Geschmack ist und perfekt zart daherkommt. Ideal, um sich an einem kühlen Tag zu wärmen.","Гладкий и бархатистый томатный суп, насыщенный вкусом и идеально кремовый. Идеально подходит для согрева в холодный день.","Gładka i aksamitna zupa pomidorowa, bogata w smak i idealnie kremowa. Idealna do rozgrzania w chłodny dzień.","Una zuppa di pomodoro liscia e vellutata, ricca di sapore e perfettamente cremosa. Ideale per riscaldarsi in una giornata fresca.","Una sopa de tomate suave y aterciopelada, rica en sabor y perfectamente cremosa. Ideal para calentarse en un día frío.","Une soupe de tomate lisse et veloutée, riche en saveur et parfaitement crémeuse. Idéale pour se réchauffer lors d'une journée froide.","一款光滑细腻、味道丰富的番茄汤，口感奶油般顺滑。非常适合在寒冷的日子里温暖身体。","滑らかでベルベットのようなトマトスープ、豊かな風味と完璧にクリーミー。寒い日に温まるのに最適です。","Uma sopa de tomate suave e aveludada, rica em sabor e perfeitamente cremosa. Ideal para se aquecer em um dia frio.","一款光滑细腻、味道丰富的番茄汤，口感奶油般顺滑。非常适合在寒冷的日子里温暖身体。",
"STR_CookZ_CreamyTomatoSoupCan_Opened_DS","A smooth and velvety tomato soup, rich in flavor and perfectly creamy. Ideal for warming up on a chilly day. Eat up before it spoils.","A smooth and velvety tomato soup, rich in flavor and perfectly creamy. Ideal for warming up on a chilly day. Eat up before it spoils.","Hladká a sametová rajčatová polévka, bohatá na chuť a perfektně krémová. Ideální na zahřátí v chladném dni. Snězte to, než se zkazí.","Eine cremige Tomatensuppe, die reich an Geschmack ist und perfekt zart daherkommt. Ideal, um sich an einem kühlen Tag zu wärmen. Nach dem Öffnen rasch verzehren.","Гладкий и бархатистый томатный суп, насыщенный вкусом и идеально кремовый. Идеально подходит для согрева в холодный день. Съешьте, пока не испортилось.","Gładka i aksamitna zupa pomidorowa, bogata w smak i idealnie kremowa. Idealna do rozgrzania w chłodny dzień. Zjedz, zanim się zepsuje.","Una zuppa di pomodoro liscia e vellutata, ricca di sapore e perfettamente cremosa. Ideale per riscaldarsi in una giornata fresca. Mangia prima che vada a male.","Una sopa de tomate suave y aterciopelada, rica en sabor y perfectamente cremosa. Ideal para calentarse en un día frío. Cómelo antes de que se estropee.","Une soupe de tomate lisse et veloutée, riche en saveur et parfaitement crémeuse. Idéale pour se réchauffer lors d'une journée froide. Mangez avant que cela ne soit périmé.","一款光滑细腻、味道丰富的番茄汤，口感奶油般顺滑。非常适合在寒冷的日子里温暖身体。 在变质之前吃掉。","滑らかでベルベットのようなトマトスープ、豊かな風味と完璧にクリーミー。寒い日に温まるのに最適です。 腐る前に食べてください。","Uma sopa de tomate suave e aveludada, rica em sabor e perfeitamente cremosa. Ideal para se aquecer em um dia frio. Coma antes que estrague.","一款光滑细腻、味道丰富的番茄汤，口感奶油般顺滑。非常适合在寒冷的日子里温暖身体。 在变质之前吃掉。",
"STR_CookZ_MushroomStroganoffCan_DN","Mushroom Stroganoff","Mushroom Stroganoff","Houbový Stroganoff","Pilz-Stroganoff","Грибной Строганов","Stroganoff z grzybami","Stroganoff ai funghi","Stroganoff de champiñones","Stroganoff aux champignons","蘑菇斯特罗根诺夫","キノコのストロガノフ","Stroganoff de cogumelos","蘑菇斯特罗根诺夫",
